productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
554811,Rihanna,265,Dress,Garment Full body,1002,Jersey Basic,"Short dress in slub jersey made from a modal and cotton blend. Short cap sleeves with sewn-in turn-ups, a narrow, elasticated seam at the waist, side pockets and a gently flared skirt."
555102,Sade top with inner bra (1),253,Vest top,Garment Upper body,1005,Jersey Fancy,"Loose-fitting sports top in fast-drying functional fabric with an integral sports bra and a racer back. Sports bra with a double layer of fabric at the front, elasticated hem and opening at the back with crossover straps."
555326,SKINNY TRASH 89,272,Trousers,Garment Lower body,1016,Trousers Denim,"Slim-fit jeans in washed superstretch denim with hard-worn details, an adjustable elasticated waist (in sizes 8-12Y) and zip fly and press-stud. Fake front pockets, real back pockets and narrow hems."
555351,SKINNY SATEEN EBB 89,272,Trousers,Garment Lower body,1016,Trousers Denim,"Slim-fit jeans in stretch, supersoft twill with a sheen. Adjustable elasticated waist (in sizes 8-12Y), zip fly and button, fake front pockets, real back pockets and narrow hems."
555353,Nancy rib top,254,Top,Garment Upper body,1005,Jersey Fancy,Long-sleeved jersey top with a boat neck and gathers at the sides for best fit.
555550,Bobby Party,275,Skirt,Garment Lower body,1012,Skirts,"Short, glittery skirt with concealed elastication at the waist."
556255,Skinny L.W Grand,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, low-rise jeans in washed, stretch denim with a zip fly and button, and skinny legs."
556260,Skinny L.W Elite,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, low-rise jeans in washed, stretch denim with hard-worn details, a button at the waist, zip fly and skinny legs."
556438,Amelie pump,90,Pumps,Shoes,1020,Shoes,"Court shoes in imitation suede with pointed toes and covered block heels. Satin linings, imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 7.5 cm."
556527,SKINNY SS Trash 89,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket slim-fit jeans in superstretch, flexible denim for maximum mobility with hard-worn details and patches on the inside of the legs. Adjustable elasticated waist, zip fly and narrow hems."
556528,SKINNY 5-Pkt basic 89,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket slim-fit jeans in washed stretch denim with an adjustable elasticated waist, zip fly and press-stud, and narrow hems."
556539,Velvet scrunchie,512,Hair ties,Accessories,1019,Accessories,Velour-covered hair elastic.
556545,Polly pump,90,Pumps,Shoes,1020,Shoes,"Court shoes in satin with a sheen. Round toes, an ankle strap with an adjustable fastening, imitation leather linings and insoles and rubber soles. Covered heels approx. 5.5 cm."
556559,SKINNY SS Trash 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Hard-worn details with patches on the inside, an adjustable elasticated waist and zip fly with a press-stud."
556560,Skinny Cheapo 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist, zip fly and press-stud, front and back pockets, and narrow hems."
556589,Emmanuelle shopper,66,Bag,Accessories,1019,Accessories,"Shopper in grained imitation leather with two handles at the top and a magnetic press-stud fastener. Unlined. The matching clutch bag is attached to one handle, has a zip at the top and is lined. Size of handbag 15x32x46.5 cm. Size of clutch 22x32 cm."
556677,Bartolomeo espadrille,95,Wedge,Shoes,1020,Shoes,Wedge-heel sandals with a braided jute trim around the soles. Imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 9 cm.
557241,Vintage Slim H.W,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket ankle-length jeans in washed denim with a high waist, button fly and slim legs with sparkly stones at the front."
557246,Hood W Zip,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Long-sleeved jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside."
557247,Petar Sweater(1),252,Sweater,Garment Upper body,1002,Jersey Basic,"Oversized top in sturdy sweatshirt fabric with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
557248,Richie Regular Hood,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Top in sweatshirt fabric with a lined drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
557265,JOEY HOOD,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with a photographic print on the front, lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
557599,2p Samantha Brazilian (Acacia),286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Microfibre and lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back."
557908,FRAME short sleeve,259,Shirt,Garment Upper body,1011,Shirts,"Short-sleeved shirt woven in a cotton blend with a turn-down collar, French front and rounded hem. Slim Fit with narrow shoulders and a tapered waist for a fitted silhouette."
557994,Liza 2p padded wireless rio mc,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bras in microfibre with padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
558070,Allen,264,Blazer,Garment Upper body,1008,Dressed,"Slightly longer jacket in a sturdy weave with shawl lapels, welt front pockets, 3/4-length sleeves with gathered seams and a single back vent. Lined."
558981,Gilda,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,"Leggings in stretch jersey with a denim look. Elasticated waist, fake front pockets and real back pockets."
558986,Mary LS,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Fitted, off-the-shoulder jersey top in a soft viscose blend with a V-neck front and back and long sleeves."
559076,RIVER (1),87,Boots,Shoes,1020,Shoes,"Ankle boots in sturdy jersey with pointed toes and a soft, stretchy shaft. Fabric linings, imitation leather insoles and rubber soles. Heel 10.5 cm."
559580,Ramsey washed out,252,Sweater,Garment Upper body,1003,Knitwear,"Straight-style jumper in washed, rib-knit cotton with long raglan sleeves and ribbing around the neckline, cuffs and hem."
559601,Babylock Me Up Tie Tanga,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a low waist, overlocked edges and ties with metal decorations."
559607,Babylock Me Up Push,298,Bikini top,Swimwear,1018,Swimwear,"Lined bikini top with underwired, moulded, padded cups that lift and shape. Ties at the back of the neck and a metal fastener at the back."
559616,Timeless Push Triangle(1),298,Bikini top,Swimwear,1018,Swimwear,"Lined triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage and ties at the back."
559626,Jackie,253,Vest top,Garment Upper body,1010,Blouses,"Top in a patterned crêpe weave with wide shoulder straps, a concealed zip in one side and slits in the sides."
559630,Timeless Top,298,Bikini top,Swimwear,1018,Swimwear,"Lined triangle bikini top with narrow, adjustable shoulder straps that can be fastened in different ways at the back and cups with removable inserts that shape the bust and provide good support. Metal fastener at the back."
559633,Plain Jane Padded Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined, textured swimsuit with padded cups that shape the bust and provide good support. Concealed elastication under the bust and a low-cut back."
559634,Timeless Padded Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined, V-neck swimsuit with lightly padded cups and narrow adjustable shoulder straps."
559637,Timeless Cheeky Brief,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist and high cut at the back.
559646,Spring Hipster (Petunia)M 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in cotton jersey with a lace trim at the top, lined gusset, wide sides and cutaway coverage at the back."
559649,Timeless Padded,298,Bikini top,Swimwear,1018,Swimwear,"Bikini top with underwired, moulded, lightly padded cups, a draped detail at the front, ties at the back of the neck and a metal fastener at the back."
559677,Caliente Top,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Wide top in sturdy slub jersey with short, flounced sleeves."
560047,Cool Bella necklace,77,Necklace,Accessories,1019,Accessories,"Three-strand thin metal chain necklace with pendants. Adjustable length, 38-46 cm."
560203,Surf Turf top,298,Bikini top,Swimwear,1018,Swimwear,"Fully lined bikini top with a shimmering metallic finish, wide shoulder straps and an elasticated hem. No fasteners."
560204,Surf Turf cheeky breif,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a shimmering metallic finish. Low, elasticated waist and high cut at the back."
560221,Don Vito moulded triangle,298,Bikini top,Swimwear,1018,Swimwear,"Lined triangle bikini top with moulded, lightly padded cups and ties at the back and back of the neck."
560222,Don Vito tie tanga,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow ties at the sides and a gathered seam at the back."
560268,Tuby,275,Skirt,Garment Lower body,1002,Jersey Basic,Short jersey skirt with an elasticated waist.
560270,NORWAY fleece jacket,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Fitted, lightweight outdoor jacket in fast-drying thermal fleece with a hood, zip down the front, zipped side pockets and extra long sleeves with thumbholes."
560389,Rae Padded (Idro) 2p,306,Bra,Underwear,1017,"Under-, Nightwear","Underwired lace bras with moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
560566,New identity Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Fitted, long-sleeved lace dress with a V-neck front and back and an elasticated seam at the waist. Lined at the front and lined skirt."
560621,Pat Pile Trucker,262,Jacket,Garment Upper body,1007,Outdoor,"Jacket in washed denim with a pile collar and press-studs down the front. Welt side pockets, a flap chest pocket with a press-stud, adjustable tabs with press-studs at the sides and press-studs at the cuffs. Pile lining."
560781,HW Portman wig,78,Other accessories,Accessories,1019,Accessories,Fancy dress wig made from coloured synthetic hair. Mesh lining with an elasticated edge.
561001,CSP Eduardo,254,Top,Garment Upper body,1005,Jersey Fancy,Long-sleeved top in transparent mesh with embroidered beads and faceted stones.
561067,PLOPP tights,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a ribbed waistband and mesh sections on the legs. Integral key pocket in the waistband.
561307,STINA 5-p fancy boxer,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Boys' briefs in cotton jersey with an elasticated waist and lined crotch.
561445,Billie,255,T-shirt,Garment Upper body,1002,Jersey Basic,"Short-sleeved, fitted jersey top with a slightly deeper neckline."
561570,Dessie,265,Dress,Garment Full body,1002,Jersey Basic,"Fitted dress in sturdy jersey with a V-neck, double-layered top and long sleeves."
561706,Pelle Punk Trousers,272,Trousers,Garment Lower body,1009,Trousers,Trousers in washed stretch twill with a regular waist and zip fly with a button. Front and back pockets and slim legs with a  decorative zip at the top and decorative seams.
561776,Class Iggy ringpk,79,Ring,Accessories,1019,Accessories,Metal rings in various sizes and designs that can be worn on both the upper and lower part of the finger.
561797,Mike t-shirt,255,T-shirt,Garment Upper body,1002,Jersey Basic,T-shirt in cotton jersey.
561814,Zippy,273,Leggings/Tights,Garment Lower body,1002,Jersey Basic,Jersey leggings with a textured stripe and concealed zips at the back and hems.
561817,Trixie,265,Dress,Garment Full body,1002,Jersey Basic,"Short, straight-cut dress in sturdy jersey with a wider neckline and short sleeves. Unlined."
562092,Anna slub tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Short-sleeved top in organic cotton slub jersey.
562167,SB STRAW HAT,76,Hat/brim,Accessories,1019,Accessories,Paper straw hat with a grosgrain band. Width of brim 3.5 cm.
562211,Ariel hip belt (1),67,Belt,Accessories,1019,Accessories,Belt in imitation leather with a metal buckle. Width 2.5 cm.
562245,Luna skinny RW,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
562251,Stella cropped RW 5 pkt,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket ankle-length trousers in stretch twill with a regular waist, zip fly and button, and slim, straight legs."
562252,Space 5 pkt tregging,272,Trousers,Garment Lower body,1009,Trousers,"Skinny-fit treggings in superstretch twill with an elasticated waist, fake front pockets and real back pockets."
562299,Bloom straw hat,76,Hat/brim,Accessories,1019,Accessories,Hat in braided paper straw. Width of brim approx. 10 cm.
562498,Julie (1),272,Trousers,Garment Lower body,1002,Jersey Basic,"Jersey joggers with an elasticated drawstring waist, low crotch and tapered legs."
562613,Jax Hipster (Poppy) 3p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Briefs in jersey made from a cotton blend with a wide elastic waistband. Mid waist, lined gusset and cutaway coverage at the back."
562637,Sandy,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in airy crêpe with frills, a stand-up collar and opening with a button at the back of the neck. Long, wide sleeves with pleats at the top and buttoned cuffs."
